Worth County,"2,040","954
46.76%","822
40.29%",
Wright County,"18,293","7,578
41.43%","6,498
35.52%",
St. Louis city,"311,273","217,618
69.91%","175,466
56.37%",
Joplin,"50,924","32,751
64.31%","29,463
57.86%",
Kansas City,"495,377","284,557
57.44%","247,094
49.88%",
Independence,"117,084","61,227
52.29%","54,596
46.63%",
Beaverhead County,"9,393","5,503
58.59%","4,427
47.13%",Montana
Big Horn County,"13,376","8,248
61.66%","7,110
53.15%",
Blaine County,"6,727","3,738
55.57%","3,138
46.65%",
Broadwater County,"5,834","2,381
40.81%","1,747
29.95%",
Carbon County,"10,546","5,593
53.03%","4,784
45.36%",
Carter County,"1,318","378
28.68%","335
25.42%",
Cascade County,"81,746","42,954
52.55%","34,177
41.81%",
Chouteau County,"5,789","2,229
38.50%","1,889
32.63%",
Custer County,"11,845","5,373
45.36%","4,327
36.53%",
Daniels County,"1,753","743
42.38%","654
37.31%",
Dawson County,"9,191","3,548
38.60%","2,929
31.87%",
Deer Lodge County,"9,100","6,369
69.99%","5,280
58.02%",
Fallon County,"2,838","1,081
38.09%","950
33.47%",
Fergus County,"11,273","5,482
48.63%","4,760
42.22%",
Flathead County,"98,082","52,084
53.10%","40,870
41.67%",
Gallatin County,"104,729","82,917
79.17%","63,635
60.76%",
Garfield County,"1,141","319
27.96%","254
22.26%",
Glacier County,"13,699","10,489
76.57%","7,322
53.45%",
Golden Valley County,724,"388
53.59%","328
45.30%",
Granite County,"3,269","1,457
44.57%","1,165
35.64%",
Hill County,"16,439","9,913
60.30%","7,699
46.83%",
Jefferson County,"11,778","6,735
57.18%","5,711
48.49%",
Judith Basin County,"1,951","803
41.16%","693
35.52%",
Lake County,"29,774","19,996
67.16%","16,447
55.24%",
Lewis and Clark County,"67,077","45,169
67.34%","36,905
55.02%",
Liberty County,"2,280","856
37.54%","727
31.89%",
Lincoln County,"19,358","9,451
48.82%","7,650
39.52%",
McCone County,"1,630","453
27.79%","420
25.77%",
Madison County,"8,218","4,399
53.53%","3,491
42.48%",
Meagher County,"1,968","1,010
51.32%","873
44.36%",
Mineral County,"4,211","2,627
62.38%","1,907
45.29%",
Missoula County,"115,983","84,968
73.26%","70,710
60.97%",
Musselshell County,"4,807","1,733
36.05%","1,413
29.39%",
Park County,"16,246","11,175
68.79%","8,694
53.51%",
Petroleum County,432,"162
37.50%","141
32.64%",
Phillips County,"4,124","1,905
46.19%","1,468
35.60%",
Pondera County,"6,044","3,553
58.79%","2,787
46.11%",
Powder River County,"1,619","499
30.82%","407
25.14%",
Powell County,"6,861","4,229
61.64%","3,154
45.97%",
Prairie County,"1,342","465
34.65%","414
30.85%",
Ravalli County,"41,902","24,487
58.44%","19,698
47.01%",
Richland County,"11,360","4,473
39.38%","3,546
31.21%",
Roosevelt County,"11,228","5,704
50.80%","4,288
38.19%",
Rosebud County,"9,250","5,437
58.78%","4,337
46.89%",
Sanders County,"11,521","5,040
43.75%","4,180
36.28%",
Sheridan County,"3,574","1,936
54.17%","1,709
47.82%",
Silver Bow County,"34,814","23,836
68.47%","20,374
58.52%",
Stillwater County,"9,410","4,353
46.26%","3,441
36.57%",
Sweet Grass County,"3,653","1,700
46.54%","1,323
36.22%",
Teton County,"6,080","3,113
51.20%","2,198
36.15%",
Toole County,"4,976","2,338
46.99%","1,769
35.55%",
Treasure County,777,"426
54.83%","297
38.22%",
Valley County,"7,532","3,377
44.84%","2,735
36.31%",
Wheatland County,"2,149","804
37.41%","699
32.53%",
Wibaux County,"1,175","356
30.30%","301
25.62%",
Yellowstone County,"157,816","61,913
39.23%","54,576
34.58%",
Adams County,"31,583",Not Available,"13,180
41.73%",Nebraska
Antelope County,"6,372",Not Available,"2,334
36.63%",
Arthur County,418,Not Available,"91
21.77%",
Banner County,696,Not Available,"243
34.91%",
Blaine County,480,Not Available,"122
25.42%",
Boone County,"5,313",Not Available,"2,542
47.84%",
Box Butte County,"11,089",Not Available,"3,650
32.92%",
Boyd County,"2,042","682
33.40%","672
32.91%",
Brown County,"2,988","1,164
38.96%","1,095
36.65%",
Buffalo County,"49,030",Not Available,"20,694
42.21%",
Burt County,"6,528",Not Available,"3,780
57.90%",
Butler County,"8,067","4,133
51.23%","4,110
50.95%",
Cass County,"25,702","17,528
68.20%","16,107
62.67%",
Cedar County,"8,523",Not Available,"3,418
40.10%",
Chase County,"3,734",Not Available,"1,313
35.16%",
Cherry County,"5,790","2,158
37.27%","1,971
34.04%",
Cheyenne County,"9,852","4,026
40.86%","3,812
38.69%",
Clay County,"6,232",Not Available,"2,574
41.30%",
Colfax County,"10,760","5,381
50.01%","5,085
47.26%",
Cuming County,"8,991",Not Available,"4,691
52.17%",
Custer County,"10,830","4,112
37.97%","4,087
37.74%",
Dakota County,"20,317","14,432
71.03%","12,825
63.12%",
Dawes County,"8,896",Not Available,"3,307
37.17%",
Dawson County,"23,804",Not Available,"11,495
48.29%",
Deuel County,"1,894",Not Available,"620
32.73%",
Dixon County,"5,746",Not Available,"2,463
42.86%",
Dodge County,"36,683",Not Available,"19,698
53.70%",
Douglas County,"554,992","412,295
74.29%","379,335
68.35%",
Dundy County,"2,023","701
34.65%","661
32.67%",
Fillmore County,"5,574",Not Available,"2,847
51.08%",
Franklin County,"3,006",Not Available,"1,149
38.22%",
Frontier County,"2,609",Not Available,"724
27.75%",
Furnas County,"4,786",Not Available,"2,073
43.31%",
Gage County,"21,595",Not Available,"9,650
44.69%",
Garden County,"1,860",Not Available,"833
44.78%",
Garfield County,"1,975",Not Available,"592
29.97%",
Gosper County,"2,015",Not Available,"793
39.35%",
Grant County,718,Not Available,"129
17.97%",
Greeley County,"2,410",Not Available,"954
39.59%",
Hall County,"61,343","30,413
49.58%","30,082
49.04%",
Hamilton County,"9,178",Not Available,"4,303
46.88%",
Harlan County,"3,438","1,373
39.94%","1,355
39.41%",
Hayes County,943,Not Available,"238
25.24%",
Hitchcock County,"2,843",Not Available,"934
32.85%",
Holt County,"10,245",Not Available,"4,296
41.93%",
Hooker County,691,"289
41.82%","289
41.82%",
Howard County,"6,405",Not Available,"2,716
42.40%",
Jefferson County,"7,188","3,983
55.41%","3,893
54.16%",
Johnson County,"5,197",Not Available,"2,769
53.28%",
Kearney County,"6,552","3,053
46.60%","3,048
46.52%",
Keith County,"8,099",Not Available,"3,023
37.33%",
Keya Paha County,792,"253
31.94%","229
28.91%",
Kimball County,"3,667",Not Available,"1,267
34.55%",
Knox County,"8,460","4,168
49.27%","4,106
48.53%",
Lancaster County,"310,094","227,325
73.31%","212,232
68.44%",
Lincoln County,"35,433",Not Available,"11,567
32.64%",
Logan County,886,Not Available,"164
18.51%",
Loup County,585,"199
34.02%","198
33.85%",
McPherson County,454,Not Available,"72
15.86%",
Madison County,"35,164",Not Available,"16,020
45.56%",
Merrick County,"7,803","3,487
44.69%","3,373
43.23%",
Morrill County,"4,841","1,705
35.22%","1,650
34.08%",
Nance County,"3,554",Not Available,"1,012
28.47%",
Nemaha County,"7,004","3,513
50.16%","3,495
49.90%",
Nuckolls County,"4,275",Not Available,"2,064
48.28%",
Otoe County,"15,896","9,132
57.45%","8,968
56.42%",
Pawnee County,"2,676","1,149
42.94%","1,131
42.26%",
Perkins County,"2,907","1,190
40.94%","1,185
40.76%",
Phelps County,"9,120",Not Available,"3,608
39.56%",
Pierce County,"7,157","2,662
37.19%","2,658
37.14%",
Platte County,"33,063",Not Available,"15,675
47.41%",
Polk County,"5,255",Not Available,"2,165
41.20%",
Red Willow County,"10,806",Not Available,"3,961
36.66%",
Richardson County,"8,009","4,422
55.21%","4,098
51.17%",
Rock County,"1,350",Not Available,"508
37.63%",
Saline County,"14,288",Not Available,"7,486
52.39%",
Sarpy County,"178,351","133,960
75.11%","123,105
69.02%",
Saunders County,"21,024","11,563
55.00%","11,289
53.70%",
Scotts Bluff County,"36,255",Not Available,"14,781
40.77%",
Seward County,"17,127","8,685
50.71%","8,666
50.60%",
Sheridan County,"5,234",Not Available,"1,675
32.00%",
Sherman County,"3,042",Not Available,"1,181
38.82%",
Sioux County,"1,266",Not Available,"291
22.99%",
Stanton County,"5,992",Not Available,"1,687
28.15%",
Thayer County,"5,098",Not Available,"2,392
46.92%",
Thomas County,645,Not Available,"178
27.60%",
Thurston County,"7,140","6,236
87.34%","5,384
75.41%",
Valley County,"4,224",Not Available,"1,372
32.48%",
Washington County,"20,219","12,169
60.19%","11,629
57.52%",
Wayne County,"9,367",Not Available,"3,888
41.51%",
Webster County,"3,571",Not Available,"1,340
37.52%",
Wheeler County,822,Not Available,"246
29.93%",
York County,"13,799",Not Available,"7,120
51.60%",
Churchill County,"24,010","15,579
64.89%","13,352
55.61%",Nevada
Clark County,"2,141,574","1,611,853
75.26%","1,297,324
60.58%",
Douglas County,"47,828","29,426
61.52%","24,946
52.16%",
Elko County,"52,252","26,537
50.79%","22,245
42.57%",
Esmeralda County,981,"448
45.67%","360
36.70%",
Eureka County,"1,830","643
35.14%","557
30.44%",
Humboldt County,"16,904","8,168
48.32%","7,082
41.90%",
Lander County,"5,746","2,496
43.44%","2,232
38.84%",
Lincoln County,"5,174","2,193
42.39%","1,996
38.58%",
Lyon County,"53,155","27,985
52.65%","23,970
45.09%",
Mineral County,"4,448","3,071
69.04%","2,672
60.07%",
Nye County,"43,705","25,066
57.35%","21,538
49.28%",
Pershing County,"6,611","2,832
42.84%","2,431
36.77%",
Storey County,"3,941","1,169
29.66%","917
23.27%",
Washoe County,"450,486","354,545
78.70%","301,883
67.01%",
White Pine County,"9,737","5,726
58.81%","5,107
52.45%",
Carson City,"54,467","41,931
76.98%","35,769
65.67%",
Belknap County,"60,640","50,288
82.93%","37,657
62.10%",New Hampshire
Carroll County,"47,840","45,955
96.06%","35,290
73.77%",
Cheshire County,"76,263","59,238
77.68%","46,571
61.07%",
Coos County,"32,038","26,606
83.05%","20,916
65.28%",
Grafton County,"89,811","86,384
96.18%","67,253
74.88%",
Hillsborough County,"411,087","338,580
82.36%","262,516
63.86%",
Merrimack County,"149,452","131,449
87.95%","103,705
69.39%",
Rockingham County,"305,129","268,250
87.91%","206,440
67.66%",
Strafford County,"128,237","106,984
83.43%","81,777
63.77%",
Sullivan County,"43,125","32,787
76.03%","26,698
61.91%",
Atlantic County,"268,539","212,154
79.00%","176,008
65.54%",New Jersey
Bergen County,"929,999","870,400
93.59%","718,650
77.27%",
Burlington County,"446,367","385,588
86.38%","330,203
73.98%",
Camden County,"507,367","416,105
82.01%","347,519
68.49%",
Cape May County,"93,705","79,763
85.12%","67,629
72.17%",
Cumberland County,"153,400","99,432
64.82%","78,128
50.93%",
Essex County,"793,555","711,518
89.66%","575,645
72.54%",
Gloucester County,"290,852","219,187
75.36%","180,903
62.20%",
Hudson County,"668,631","650,815
97.34%","520,424
77.83%",
Hunterdon County,"125,051","108,556
86.81%","87,654
70.09%",
Mercer County,"368,762","327,915
88.92%","259,758
70.44%",
Middlesex County,"826,698","735,791
89.00%","604,901
73.17%",
Monmouth County,"623,387","505,145
81.03%","419,984
67.37%",
Morris County,"494,383","447,104
90.44%","380,236
76.91%",
Ocean County,"591,939","391,532
66.14%","329,007
55.58%",
Passaic County,"504,041","423,132
83.95%","350,622
69.56%",
Salem County,"63,336","43,087
68.03%","34,482
54.44%",
Somerset County,"330,176","302,893
91.74%","249,318
75.51%",
Sussex County,"142,298","105,069
73.84%","87,965
61.82%",
Union County,"553,066","485,466
87.78%","395,186
71.45%",
Warren County,"106,293","88,066
82.85%","71,410
67.18%",
Bernalillo County,"677,692","503,311
74.27%","436,210
64.37%",New Mexico
Catron County,"3,539","1,698
47.98%","1,465
41.40%",
Chaves County,"65,459","29,487
45.05%","26,140
39.93%",
Cibola County,"26,978","19,335
71.67%","16,079
59.60%",
Colfax County,"12,353","7,581
61.37%","6,890
55.78%",
Curry County,"50,199","28,527
56.83%","22,809
45.44%",
De Baca County,"2,060","892
43.30%","816
39.61%",
Dona Ana County,"215,338","160,500
74.53%","137,640
63.92%",
Eddy County,"57,437","27,763
48.34%","24,477
42.62%",
Grant County,"28,061","18,388
65.53%","16,558
59.01%",
Guadalupe County,"4,382","2,839
64.79%","2,646
60.38%",
Harding County,459,"326
71.02%","303
66.01%",
Hidalgo County,"4,371","2,439
55.80%","2,157
49.35%",
Lea County,"70,126","33,873
48.30%","28,829
41.11%",
Lincoln County,"19,482","12,075
61.98%","10,379
53.27%",
Los Alamos County,"18,356","15,304
83.37%","13,892
75.68%",
Luna County,"24,264","17,685
72.89%","15,369
63.34%",
McKinley County,"72,849","68,915
94.60%","48,909
67.14%",
Mora County,"4,563","2,907
63.71%","2,632
57.68%",
Otero County,"65,745","37,167
56.53%","30,704
46.70%",
Quay County,"8,373","4,006
47.84%","3,531
42.17%",
Rio Arriba County,"39,307","30,677
78.04%","26,722
67.98%",
Roosevelt County,"19,117","7,638
39.95%","6,674
34.91%",
Sandoval County,"140,769","109,479
77.77%","94,526
67.15%",
San Juan County,"127,455","93,560
73.41%","78,892
61.90%",
San Miguel County,"28,034","18,228
65.02%","16,606
59.24%",
Santa Fe County,"148,917","124,961
83.91%","107,818
72.40%",
Sierra County,"11,135","7,447
66.88%","6,643
59.66%",
Socorro County,"17,000","10,779
63.41%","9,614
56.55%",
Taos County,"32,888","27,298
83.00%","23,927
72.75%",
Torrance County,"15,595","6,877
44.10%","6,158
39.49%",
Union County,"4,175","2,053
49.17%","1,872
44.84%",
Valencia County,"75,956","47,033
61.92%","41,742
54.96%",
Albany County,"307,426","251,231
81.72%","227,037
73.85%",New York
Allegany County,"47,025","22,015
46.82%","20,360
43.30%",
Bronx County,"1,437,872","1,232,773
85.74%","1,055,649
73.42%",
Broome County,"194,402","130,682
67.22%","120,903
62.19%",
Cattaraugus County,"77,686","47,394
61.01%","42,710
54.98%",
Cayuga County,"77,868","48,095
61.76%","45,219
58.07%",
Chautauqua County,"129,656","83,519
64.42%","74,899
57.77%",
Chemung County,"85,740","57,246
66.77%","49,935
58.24%",
Chenango County,"48,348","30,762
63.63%","28,753
59.47%",
Clinton County,"80,794","62,686
77.59%","58,234
72.08%",
Columbia County,"60,919","50,095
82.23%","44,003
72.23%",
Cortland County,"48,123","29,924
62.18%","28,129
58.45%",
Delaware County,"45,502","27,517
60.47%","25,196
55.37%",
Dutchess County,"293,894","231,736
78.85%","205,433
69.90%",
Erie County,"919,866","690,575
75.07%","640,137
69.59%",
Essex County,"37,751","28,349
75.09%","26,316
69.71%",
Franklin County,"50,692","37,227
73.44%","34,833
68.71%",
Fulton County,"53,743","31,358
58.35%","28,916
53.80%",
Genesee County,"58,112","36,452
62.73%","34,244
58.93%",
Greene County,"47,617","32,740
68.76%","29,379
61.70%",
Hamilton County,"4,575","4,040
88.31%","3,658
79.96%",
Herkimer County,"62,505","39,463
63.14%","36,140
57.82%",
Jefferson County,"114,448","95,433
83.39%","80,508
70.34%",
Kings County,"2,600,747","2,193,596
84.34%","1,832,514
70.46%",
Lewis County,"26,719","14,435
54.03%","13,672
51.17%",
Livingston County,"63,907","39,773
62.24%","37,405
58.53%",
Madison County,"71,359","46,081
64.58%","43,199
60.54%",
Monroe County,"744,248","573,475
77.05%","535,250
71.92%",
Montgomery County,"49,426","35,674
72.18%","32,815
66.39%",
Nassau County,"1,356,564","1,326,436
97.78%","1,100,245
81.11%",
New York County,"1,632,480","1,773,024
108.61%","1,380,584
84.57%",
Niagara County,"211,704","147,986
69.90%","138,696
65.51%",
Oneida County,"230,782","156,030
67.61%","143,156
62.03%",
Onondaga County,"464,242","362,734
78.13%","337,355
72.67%",
Ontario County,"109,472","79,693
72.80%","74,731
68.26%",
Orange County,"378,227","281,504
74.43%","248,472
65.69%",
Orleans County,"41,175","23,609
57.34%","22,152
53.80%",
Oswego County,"119,104","73,612
61.80%","69,370
58.24%",
Otsego County,"60,244","39,701
65.90%","36,597
60.75%",
Putnam County,"99,070","81,871
82.64%","71,925
72.60%",
Queens County,"2,298,513","2,356,819
102.54%","1,935,031
84.19%",
Rensselaer County,"159,431","123,613
77.53%","111,544
69.96%",
Richmond County,"474,101","394,473
83.20%","351,359
74.11%",
Rockland County,"323,686","239,572
74.01%","207,640
64.15%",
St. Lawrence County,"109,558","69,449
63.39%","65,525
59.81%",
Saratoga County,"227,377","201,072
88.43%","181,553
79.85%",
Schenectady County,"154,883","124,139
80.15%","112,861
72.87%",
Schoharie County,"31,364","18,942
60.39%","17,593
56.09%",
Schuyler County,"17,992","12,107
67.29%","11,043
61.38%",
Seneca County,"34,612","19,430
56.14%","18,190
52.55%",
Steuben County,"96,927","64,234
66.27%","56,907
58.71%",
Suffolk County,"1,487,901","1,257,725
84.53%","1,113,013
74.80%",
Sullivan County,"75,211","51,377
68.31%","45,676
60.73%",
Tioga County,"49,045","33,512
68.33%","28,975
59.08%",
Tompkins County,"102,962","91,282
88.66%","80,858
78.53%",
Ulster County,"179,303","144,524
80.60%","128,479
71.65%",
Warren County,"64,480","54,163
84.00%","49,235
76.36%",
Washington County,"61,828","45,707
73.93%","40,570
65.62%",
Wayne County,"90,856","59,620
65.62%","56,209
61.87%",
Westchester County,"968,815","944,449
97.48%","776,774
80.18%",
Wyoming County,"40,565","21,676
53.44%","20,457
50.43%",
Yates County,"25,009","14,220
56.86%","13,153
52.59%",
Alamance County,"160,576","136,627
85.09%","98,951
61.62%",North Carolina
Alexander County,"37,119","21,524
57.99%","17,110
46.09%",
Alleghany County,"10,973","9,010
82.11%","6,601
60.16%",
Anson County,"25,306","13,977
55.23%","11,265
44.52%",
Ashe County,"26,786","20,791
77.62%","14,602
54.51%",
Avery County,"17,501","12,376
70.72%","9,451
54.00%",
Beaufort County,"47,243","32,916
69.67%","25,857
54.73%",
Bertie County,"19,644","12,737
64.84%","9,806
49.92%",
Bladen County,"33,778","26,114
77.31%","20,572
60.90%",
Brunswick County,"126,860","129,499
102.08%","88,190
69.52%",
Buncombe County,"254,474","242,623
95.34%","173,327
68.11%",
Burke County,"89,712","55,296
61.64%","42,388
47.25%",
Cabarrus County,"201,448","171,176
84.97%","122,779
60.95%",
Caldwell County,"81,779","48,984
59.90%","38,545
47.13%",
Camden County,"10,447","8,942
85.59%","6,727
64.39%",
Carteret County,"68,920","62,191
90.24%","44,295
64.27%",
Caswell County,"22,746","13,609
59.83%","11,249
49.45%",
Catawba County,"156,729","120,922
77.15%","87,614
55.90%",
Chatham County,"69,791","66,997
96.00%","45,873
65.73%",
Cherokee County,"27,668","19,726
71.30%","16,243
58.71%",
Chowan County,"14,205","10,361
72.94%","7,842
55.21%",
Clay County,"10,813","7,609
70.37%","6,041
55.87%",
Cleveland County,"97,159","65,166
67.07%","48,642
50.06%",
Columbus County,"56,293","31,612
56.16%","24,770
44.00%",
Craven County,"103,082","81,990
79.54%","63,056
61.17%",
Cumberland County,"332,106","272,529
82.06%","202,667
61.02%",
Currituck County,"25,796","22,065
85.54%","16,396
63.56%",
Dare County,"35,741","37,489
104.89%","27,739
77.61%",
Davidson County,"164,664","103,690
62.97%","79,699
48.40%",
Davie County,"41,991","32,707
77.89%","24,256
57.76%",
Duplin County,"59,062","34,695
58.74%","26,216
44.39%",
Durham County,"306,457","320,505
104.58%","226,494
73.91%",
Edgecombe County,"53,332","31,223
58.54%","24,970
46.82%",
Forsyth County,"371,573","333,328
89.71%","236,760
63.72%",
Franklin County,"64,902","51,183
78.86%","35,844
55.23%",
Gaston County,"216,585","153,829
71.02%","112,874
52.12%",
Gates County,"11,563","7,393
63.94%","6,119
52.92%",
Graham County,"8,557","5,347
62.49%","4,178
48.83%",
Granville County,"58,874","48,841
82.96%","37,266
63.30%",
Greene County,"21,008","16,213
77.18%","13,075
62.24%",
Guilford County,"523,582","476,433
90.99%","328,638
62.77%",
Halifax County,"51,737","33,404
64.57%","26,921
52.03%",
Harnett County,"130,361","76,395
58.60%","57,076
43.78%",
Haywood County,"60,433","47,071
77.89%","35,528
58.79%",
Henderson County,"113,625","89,554
78.82%","67,996
59.84%",
Hertford County,"24,153","14,784
61.21%","11,380
47.12%",
Hoke County,"53,239","30,335
56.98%","22,426
42.12%",
Hyde County,"5,393","3,627
67.25%","3,270
60.63%",
Iredell County,"172,525","133,282
77.25%","95,147
55.15%",
Jackson County,"42,256","32,468
76.84%","23,954
56.69%",
Johnston County,"191,172","147,802
77.31%","109,932
57.50%",
Jones County,"9,695","6,675
68.85%","5,106
52.67%",
Lee County,"60,125","48,489
80.65%","34,846
57.96%",
Lenoir County,"57,227","40,638
71.01%","30,285
52.92%",
Lincoln County,"81,441","55,887
68.62%","41,535
51.00%",
McDowell County,"45,109","30,083
66.69%","23,974
53.15%",
Macon County,"34,410","26,099
75.85%","20,865
60.64%",
Madison County,"21,405","14,761
68.96%","12,336
57.63%",
Martin County,"23,054","14,993
65.03%","11,723
50.85%",
Mecklenburg County,"1,054,314","996,729
94.54%","695,944
66.01%",
Mitchell County,"15,040","9,467
62.95%","7,454
49.56%",
Montgomery County,"27,338","14,990
54.83%","11,480
41.99%",
Moore County,"95,629","83,127
86.93%","59,427
62.14%",
Nash County,"94,003","71,726
76.30%","54,830
58.33%",
New Hanover County,"224,231","210,111
93.70%","147,305
65.69%",
Northampton County,"20,186","11,501
56.98%","9,358
46.36%",
Onslow County,"193,912","151,974
78.37%","119,995
61.88%",
Orange County,"142,938","168,143
117.63%","115,094
80.52%",
Pamlico County,"12,742","9,201
72.21%","7,185
56.39%",
Pasquotank County,"39,479","29,349
74.34%","21,532
54.54%",
Pender County,"59,020","44,481
75.37%","32,797
55.57%",
Perquimans County,"13,459","8,390
62.34%","6,485
48.18%",
Person County,"39,305","29,557
75.20%","22,070
56.15%",
Pitt County,"177,372","131,514
74.15%","97,057
54.72%",
Polk County,"20,458","11,639
56.89%","9,035
44.16%",
Randolph County,"142,958","82,846
57.95%","63,239
44.24%",
Richmond County,"45,189","26,942
59.62%","21,265
47.06%",
Robeson County,"133,442","72,128
54.05%","55,117
41.30%",
Rockingham County,"91,270","61,332
67.20%","45,528
49.88%",
Rowan County,"139,605","82,598
59.17%","62,952
45.09%",
Rutherford County,"66,532","35,757
53.74%","27,886
41.91%",
Sampson County,"63,561","42,724
67.22%","32,316
50.84%",
Scotland County,"35,262","21,372
60.61%","16,415
46.55%",
Stanly County,"61,114","37,152
60.79%","26,910
44.03%",
Stokes County,"45,905","27,832
60.63%","21,190
46.16%",
Surry County,"72,099","47,012
65.20%","37,010
51.33%",
Swain County,"14,254","10,663
74.81%","8,158
57.23%",
Transylvania County,"33,513","26,280
78.42%","18,839
56.21%",
Tyrrell County,"4,119","2,263
54.94%","1,957
47.51%",
Union County,"226,694","184,283
81.29%","132,030
58.24%",
Vance County,"44,482","34,364
77.25%","25,244
56.75%",
Wake County,"1,046,558","1,164,366
111.26%","806,908
77.10%",
Warren County,"20,033","14,015
69.96%","10,897
54.40%",
Washington County,"12,156","7,327
60.27%","5,783
47.57%",
Watauga County,"54,117","40,444
74.73%","31,099
57.47%",
Wayne County,"124,002","81,178
65.47%","59,653
48.11%",
Wilkes County,"68,460","42,947
62.73%","31,879
46.57%",
Wilson County,"81,336","55,170
67.83%","43,762
53.80%",
Yadkin County,"37,665","24,226
64.32%","18,556
49.27%",
Yancey County,"17,667","11,063
62.62%","9,277
52.51%",
Missing County Information,,"172,379","173,158",
Adams County,"2,351","1,244
52.91%","1,071
45.56%",North Dakota
Barnes County,"10,836","6,797
62.73%","5,923
54.66%",
Benson County,"6,886","3,919
56.91%","3,529
51.25%",
Billings County,946,"240
25.37%","194
20.51%",
Bottineau County,"6,589","3,626
55.03%","3,131
47.52%",
Bowman County,"3,195","1,400
43.82%","1,158
36.24%",
Burke County,"2,213","935
42.25%","824
37.23%",
Burleigh County,"93,737","56,579
60.36%","48,084
51.30%",
Cass County,"174,202","125,843
72.24%","108,874
62.50%",
Cavalier County,"3,824","2,474
64.70%","2,251
58.87%",
Dickey County,"4,970","2,812
56.58%","2,559
51.49%",
Divide County,"2,369","1,042
43.98%","927
39.13%",
Dunn County,"4,387","1,331
30.34%","1,081
24.64%",
Eddy County,"2,313","1,246
53.87%","1,173
50.71%",
Emmons County,"3,352","1,326
39.56%","1,097
32.73%",
Foster County,"3,290","1,914
58.18%","1,739
52.86%",
Golden Valley County,"1,882","662
35.18%","529
28.11%",
Grand Forks County,"70,400","47,944
68.10%","40,474
57.49%",
Grant County,"2,380","620
26.05%","524
22.02%",
Griggs County,"2,266","1,141
50.35%","1,030
45.45%",
Hettinger County,"2,576","1,120
43.48%","974
37.81%",
Kidder County,"2,460","1,008
40.98%","817
33.21%",
LaMoure County,"4,100","2,201
53.68%","1,945
47.44%",
Logan County,"1,927","804
41.72%","685
35.55%",
McHenry County,"5,927","2,659
44.86%","2,390
40.32%",
McIntosh County,"2,654","1,270
47.85%","1,085
40.88%",
McKenzie County,"12,536","4,250
33.90%","3,298
26.31%",
McLean County,"9,608","5,219
54.32%","4,350
45.27%",
Mercer County,"8,570","3,535
41.25%","3,148
36.73%",
Morton County,"30,544","16,408
53.72%","14,069
46.06%",
Mountrail County,"10,152","6,339
62.44%","4,430
43.64%",
Nelson County,"2,920","2,194
75.14%","2,030
69.52%",
Oliver County,"1,837","560
30.48%","500
27.22%",
Pembina County,"7,016","4,377
62.39%","3,770
53.73%",
Pierce County,"4,210","1,985
47.15%","1,791
42.54%",
Ramsey County,"11,557","7,320
63.34%","6,500
56.24%",
Ransom County,"5,361","3,495
65.19%","3,062
57.12%",
Renville County,"2,495","1,021
40.92%","896
35.91%",
Richland County,"16,288","9,502
58.34%","8,234
50.55%",
Rolette County,"14,603","12,298
84.22%","9,752
66.78%",
Sargent County,"3,883","2,528
65.10%","2,269
58.43%",
Sheridan County,"1,405","527
37.51%","478
34.02%",
Sioux County,"4,413","3,061
69.36%","2,498
56.61%",
Slope County,704,"109
15.48%","83
11.79%",
Stark County,"30,876","13,652
44.22%","11,383
36.87%",
Steele County,"1,910","1,026
53.72%","877
45.92%",
Stutsman County,"21,064","12,754
60.55%","10,934
51.91%",
Towner County,"2,246","1,113
49.55%","1,028
45.77%",
Traill County,"8,019","4,923
61.39%","4,313
53.78%",
Walsh County,"10,802","7,099
65.72%","6,146
56.90%",
Ward County,"69,034","38,957
56.43%","32,967
47.75%",
Wells County,"4,055","1,865
45.99%","1,661
40.96%",
Williams County,"34,061","13,684
40.17%","11,253
33.04%",
Adams County,"27,878","10,539
37.80%","9,486
34.03%",Ohio
Allen County,"103,642","47,607
45.93%","44,410
42.85%",
Ashland County,"53,477","23,860
44.62%","22,278
41.66%",
Ashtabula County,"98,136","53,114
54.12%","49,859
50.81%",
Athens County,"65,936","34,390
52.16%","32,114
48.70%",
Auglaize County,"45,784","18,568
40.56%","17,721
38.71%",
Belmont County,"68,472","34,126
49.84%","31,769
46.40%",
Brown County,"43,679","18,720
42.86%","17,532
40.14%",
Butler County,"378,294","230,896
61.04%","214,742
56.77%",
Carroll County,"27,578","12,450
45.14%","11,741
42.57%",
Champaign County,"38,864","17,603
45.29%","16,587
42.68%",
Clark County,"135,198","73,054
54.03%","67,967
50.27%",
Clermont County,"203,216","122,495
60.28%","114,983
56.58%",
Clinton County,"41,896","20,518
48.97%","19,216
45.87%",
Columbiana County,"104,003","49,416
47.51%","46,187
44.41%",
Coshocton County,"36,574","15,129
41.37%","14,198
38.82%",
Crawford County,"42,021","19,519
46.45%","18,511
44.05%",
Cuyahoga County,"1,253,783","835,989
66.68%","777,982
62.05%",
Darke County,"51,734","20,572
39.76%","19,359
37.42%",
Defiance County,"38,279","19,539
51.04%","18,450
48.20%",
Delaware County,"197,008","163,351
82.92%","156,092
79.23%",
Erie County,"75,136","45,569
60.65%","43,186
57.48%",
Fairfield County,"152,910","94,856
62.03%","89,902
58.79%",
Fayette County,"28,645","13,441
46.92%","12,539
43.77%",
